des,type,p,q,soi,a,e,i,q
K13TI7D, detached,0,0, S,61.531,0.377,5.467,38.333813
K13TI7E, classical, m,0, S,44.443,0.081,2.49,40.843117
K13TI7F, resonant,7,4, S,43.632,0.176,2.382,35.952768
K13TI7G, resonant,2,1, S,47.471,0.252,5.954,35.508308
K13TI7H, classical, m,0, S,44.176,0.056,2.834,41.702144
K13TI7J, classical, m,0, S,42.779,0.101,10.714,38.458321
K13TI7K, resonant,7,4, S,43.664,0.058,6.63,41.131488
K13TI7L, resonant,3,2, S,39.307,0.202,18.847,31.366986
K13TI7M, resonant,4,3, S,36.422,0.141,12.01,31.286498
K13TI7N, resonant,7,3, S,53.044,0.374,9.985,33.205544
K13TI7O, resonant,3,2, S,39.278,0.189,9.163,31.854458
K13TI7P, detached,0,0, I,79.604,0.52,31.183,38.20992
K13TI7Q, classical, m,0, S,43.538,0.094,10.014,39.445428
K13TI7R, detached,0,0, S,61.002,0.397,14.19,36.784206
K13TI7S, resonant,5,4, S,34.868,0.099,4.6,31.416068
K13TI7T, classical, m,0, S,44.042,0.115,19.256,38.97717
K13TI7U, resonant,3,2, S,39.282,0.161,14.885,32.957598
K13TI7V, classical, m,0, S,39.622,0.055,6.136,37.44279
K13TI7W, classical, m,0, S,43.11,0.059,0.375,40.56651
K13TI7X, classical, m,0, S,42.911,0.05,0.481,40.76545
K13TI7Y, classical, m,0, S,43.489,0.065,11.134,40.662215
K13TI7Z, resonant,1,1, S,30.128,0.069,13.157,28.049168
K13TI8B, resonant,3,2, S,39.499,0.16,14.936,33.17916
K13TI8C, classical, m,0, S,44.246,0.12,11.274,38.93648
K13TI8D, classical, m,0, S,43.784,0.083,4.587,40.149928
K13TI8E, resonant,3,2, S,39.464,0.231,9.37,30.347816
K13TI8F, classical, m,0, S,45.644,0.185,10.858,37.19986
K13TM7K, resonant,1,1, S,30.094,0.082,18.607,27.626292
K13TM7L, classical, m,0, S,40.237,0.067,22.883,37.541121
K13TM7M, resonant,3,2, S,39.302,0.196,6.844,31.598808
K13TM7N, classical, m,0, S,43.432,0.019,5.29,42.606792
K13TM7P, classical, m,0, S,43.146,0.096,13.753,39.003984
K13TM7Q, classical, m,0, S,44.02,0.136,10.31,38.03328
K13TM7R, resonant,3,2, S,39.641,0.166,21.468,33.060594
K13TM7S, scattering,0,0, S,33.59,0.325,24.323,22.67325
K13TM7T, classical, m,0, S,42.521,0.112,5.909,37.758648
K13TM7U, classical, m,0, S,43.407,0.168,20.634,36.114624
K13TM7V, resonant,3,2, S,39.44,0.184,6.918,32.18304
K13TM7X, resonant,7,2, S,69.276,0.519,36.58,33.321756
K13TM7Y, scattering,0,0, S,36.083,0.246,36.523,27.206582
K13TM7Z, classical, m,0, S,43.336,0.061,8.544,40.692504
K13TM8A, classical, m,0, S,46.094,0.172,11.224,38.165832
K13TM8B, resonant,5,2, S,55.616,0.466,20.599,29.698944
K13TM8C, classical, m,0, S,44.262,0.135,19.638,38.28663
K13TM8D, resonant,2,1, S,47.583,0.317,15.091,32.499189
K13TM8E, resonant,3,2, S,39.302,0.171,9.874,32.581358
K13TM8F, resonant,11,7, I,40.647,0.098,21.615,36.663594
K13TM8G, resonant,2,1, S,47.622,0.163,18.582,39.859614
K13TM8H, resonant,2,1, S,47.858,0.251,11.927,35.845642
K13TM8J, classical, m,0, S,45.271,0.133,1.916,39.249957
K13TM8K, resonant,2,1, S,47.758,0.312,1.863,32.857504
K13TM8L, resonant,2,1, S,47.72,0.251,8.73,35.74228
K13TM8M, classical, m,0, S,42.761,0.066,1.152,39.938774
K13TM8N, resonant,5,1, IH,88.61,0.625,19.289,33.22875
K13TM8O, classical, m,0, S,44.058,0.047,3.3,41.987274
K13TM8P, classical, m,0, S,45.119,0.049,3.344,42.908169
K13TM8Q, resonant,5,3, S,42.325,0.158,5.482,35.63765
K13TM8S, classical, m,0, S,43.395,0.036,1.547,41.83278
K13TM8T, classical, m,0, S,43.9,0.068,1.437,40.9148
K13TM8U, classical, m,0, S,45.48,0.069,2.818,42.34188
K13TM8V, classical, m,0, S,42.504,0.036,2.475,40.973856
K13TM8W, classical, m,0, S,43.469,0.052,3.214,41.208612
K13TM8X, classical, m,0, S,43.365,0.031,3.34,42.020685
K13TM8Y, classical, m,0, S,45.108,0.14,4.776,38.79288
K13TM8Z, classical, m,0, S,43.892,0.041,3.944,42.092428
K13TM9A, classical, m,0, S,41.485,0.122,23.557,36.42383
K13TM9B, classical, m,0, S,43.517,0.02,3.653,42.64666
K13TM9C, resonant,2,1, S,47.613,0.218,8.181,37.233366
K13TM9D, classical, m,0, IH,43.721,0.089,3.716,39.829831
K13TM9E, resonant,3,2, S,39.383,0.204,3.964,31.348868
K13TM9F, resonant,3,2, S,39.387,0.162,14.627,33.006306
K13TM9G, classical, m,0, S,44.474,0.038,3.9,42.783988
K13TM9H, classical, m,0, S,42.792,0.038,4.141,41.165904
K13TM9J, detached,0,0, S,56.689,0.35,37.119,36.84785
K13TM9M, classical, m,0, S,43.347,0.062,4.22,40.659486
K13TM9N, classical, m,0, S,45.372,0.228,17.729,35.027184
K13TM9O, classical, m,0, S,43.824,0.04,1.047,42.07104
K13TM9P, classical, m,0, S,42.591,0.143,23.202,36.500487
K13TM9Q, resonant,3,2, S,39.437,0.163,5.578,33.008769
K13TM9S, classical, m,0, S,44.184,0.072,1.169,41.002752
K13U15E, scattering,0,0, S,59.926,0.651,6.734,20.914174
K13U15H, scattering,0,0, I,173.702,0.798,26.081,35.087804
K13U15K, resonant,2,1, S,47.959,0.197,11.699,38.511077
K13U15N, classical, m,0, S,45.132,0.054,3.363,42.694872
K13U15O, classical, m,0, S,43.325,0.049,3.728,41.202075
K13U15P, classical, m,0, S,46.612,0.079,2.47,42.929652
K13U15Q, classical, m,0, S,42.768,0.113,27.345,37.935216
K13U15R, scattering,0,0, S,55.822,0.719,22.246,15.685982
K13U15S, resonant,4,3, S,36.379,0.07,2.017,33.83247
K13U16W, classical, m,0, S,44.354,0.073,1.972,41.116158
K13U16X, resonant,3,2, S,39.229,0.238,4.416,29.892498
K13U16Y, classical, m,0, S,44.004,0.096,2.357,39.779616
K13U16Z, scattering,0,0, S,44.609,0.278,11.207,32.207698
K13U17A, resonant,3,2, S,39.455,0.15,1.978,33.53675
K13U17B, resonant,3,1, S,62.507,0.287,32.857,44.567491
K13U17C, centaur,0,0, S,19.326,0.127,32.477,16.871598
K13U17D, resonant,5,2, S,55.462,0.396,26.372,33.499048
K13U17E, resonant,12,7, I,43.069,0.046,0.717,41.087826
K13U17F, resonant,3,2, S,39.442,0.251,17.124,29.542058
K13U17G, resonant,7,4, IH,43.694,0.074,7.642,40.460644
K13U17H, resonant,2,1, S,47.693,0.302,9.332,33.289714
K13U17J, resonant,3,2, S,39.521,0.185,6.82,32.209615
K13U17K, resonant,7,4, S,43.656,0.286,24.987,31.170384
K13U17L, classical, m,0, S,42.712,0.027,1.831,41.558776
K13U17M, classical, m,0, S,42.474,0.079,12.989,39.118554
K13U17N, classical, m,0, S,43.521,0.025,2.948,42.432975
K13U17O, resonant,5,2, SH,55.006,0.389,3.833,33.608666
K13U17P, classical, m,0, S,43.847,0.05,0.946,41.65465
K13U17Q, resonant,4,3, S,36.566,0.091,11.431,33.238494
K13U17R, classical, m,0, S,44.321,0.073,3.114,41.085567
K13U17S, classical, m,0, S,42.558,0.037,2.912,40.983354
K13U17T, classical, m,0, S,43.026,0.027,4.007,41.864298
K13U17U, centaur,0,0, S,25.863,0.249,8.514,19.423113
K13U17V, resonant,3,2, S,39.425,0.181,2.085,32.289075
K13U17W, classical, m,0, S,45.319,0.014,1.927,44.684534
K13U17X, resonant,3,2, S,39.509,0.137,3.023,34.096267
K13U17Y, classical, m,0, S,44.325,0.053,4.459,41.975775
K13U17Z, resonant,2,1, S,47.532,0.176,7.179,39.166368
K13U18A, classical, m,0, S,43.03,0.018,6.789,42.25546
K13U18B, classical, m,0, S,45.148,0.033,3.559,43.658116
K13U18C, classical, m,0, S,42.793,0.042,2.94,40.995694
K13U18D, classical, m,0, S,44.963,0.098,2.724,40.556626
K13U18E, classical, m,0, S,45.318,0.091,2.449,41.194062
K13U18F, classical, m,0, S,46.438,0.196,10.458,37.336152
K13U18G, classical, m,0, S,44.772,0.109,0.932,39.891852
K13U18W, resonant,3,2, S,39.334,0.202,6.777,31.388532
K13U18X, classical, m,0, S,43.598,0.057,2.886,41.112914
K13U22R, classical, m,0, S,44.013,0.082,1.435,40.403934
K13U22T, resonant,5,3, S,42.276,0.212,29.341,33.313488
K13U31E, classical, m,0, S,47.299,0.204,38.807,37.650004
K13U31F, resonant,3,2, S,39.477,0.198,32.053,31.660554
K13U44P, classical, m,0, S,45.961,0.135,2.939,39.756265
K13U49L, classical, m,0, S,43.561,0.032,12.917,42.167048
K13V24D, classical, o,0, S,53.035,0.184,18.953,43.27656
K13V24F, resonant,3,2, S,39.402,0.327,19.847,26.517546
K13V25Q, detached,0,0, S,61.562,0.423,28.594,35.521274
K13V30X, resonant,1,1, S,30.086,0.084,31.259,27.558776
K13V31Z, classical, m,0, I,43.53,0.117,2.674,38.43699
K13V46K, scattering,0,0, S,41.596,0.304,13.57,28.950816
K13V46L, classical, m,0, S,45.634,0.099,6.68,41.116234
K13V46M, resonant,5,2, S,55.545,0.431,8.593,31.605105
K13V46N, resonant,3,2, S,39.398,0.241,7.746,29.903082
K13V46O, resonant,2,1, S,47.859,0.291,11.732,33.932031
K13V46P, resonant,2,1, S,47.704,0.267,13.439,34.967032
K13V46Q, resonant,3,2, S,39.283,0.239,9.47,29.894363
K13V46R, resonant,3,2, S,39.461,0.15,13.802,33.54185
K13V46S, scattering,0,0, IH,100.136,0.63,20.212,37.05032
K13V70Z, centaur,0,0, S,9.184,0.097,12.041,8.293152
K13V71O, classical, m,0, S,44.03,0.15,15.789,37.4255
K13V71Q, resonant,3,2, S,39.473,0.072,9.318,36.630944
K13V71R, resonant,3,2, S,39.396,0.205,16.201,31.31982
K13V71S, resonant,3,2, S,39.583,0.214,13.626,31.112238
K13V71T, resonant,3,2, S,39.375,0.285,11.189,28.153125
K13V71U, scattering,0,0, S,100.558,0.66,13.887,34.18972
K13V71V, classical, m,0, S,40.512,0.06,16.645,38.08128
K13V71W, classical, m,0, S,44.141,0.011,1.595,43.655449
K13V71X, classical, m,0, S,44.007,0.083,2.974,40.354419
K13V71Y, resonant,3,2, S,39.411,0.154,10.61,33.341706
K13V71Z, detached,0,0, S,52.432,0.282,28.124,37.646176
K13V72A, resonant,13,8, I,41.583,0.111,15.041,36.967287
K13V72B, resonant,16,5, I,65.133,0.451,18.001,35.758017
K13V72C, resonant,3,2, S,39.438,0.252,13.332,29.499624
K13V72D, resonant,2,1, S,47.944,0.284,22.145,34.327904
K13V72E, resonant,7,4, S,43.581,0.284,13.535,31.203996
K13V72F, resonant,3,2, S,39.361,0.099,26.615,35.464261
K13V72H, resonant,13,7, SH,45.441,0.148,9.683,38.715732
K13WB4G, classical, m,0, S,44.15,0.064,1.471,41.3244
K13WC3H, classical, m,0, S,46.255,0.121,9.328,40.658145
K13WC3J, resonant,3,2, S,39.498,0.226,9.185,30.571452
K13WC3K, resonant,5,2, S,55.346,0.448,15.068,30.550992
K13WD9A, classical, m,0, S,43.479,0.141,2.311,37.348461
K13WD9B, classical, m,0, S,42.912,0.021,3.189,42.010848
K13WD9C, classical, m,0, S,44.995,0.097,4.376,40.630485
K13X33U, resonant,11,7, IH,40.599,0.097,22.903,36.660897
K13X40L, scattering,0,0, S,89.612,0.6,14.474,35.8448
K13X40M, classical, m,0, S,41.834,0.106,47.034,37.399596
K13YG9D, classical, m,0, S,42.743,0.176,28.92,35.220232
K13YH3A, centaur,0,0, S,27.454,0.432,37.819,15.593872
K14A55M, classical, m,0, S,47.118,0.139,7.172,40.568598
K14B70D, classical, m,0, S,41.425,0.132,22.94,35.9569
K14DB2T, scattering,0,0, S,47.828,0.722,40.477,13.296184
K14F43P, classical, m,0, S,44.821,0.152,28.23,38.008208
K14F61U, jc,0,0, S,9.144,0.414,19.565,5.358384
K14F61X, classical, m,0, S,42.939,0.144,21.528,36.755784
K14F62B, resonant,3,2, S,39.502,0.184,6.04,32.233632
K14F62C, classical, m,0, S,45.768,0.138,2.108,39.452016
K14F69C, resonant,15,4, I,72.585,0.447,30.066,40.139505
K14F70L, resonant,5,2, S,55.487,0.413,8.9,32.570869
K14F71V, detached,0,0, S,55.055,0.308,27.075,38.09806
K14F71X, resonant,3,1, S,62.522,0.459,17.726,33.824402
K14F71Y, classical, m,0, S,43.469,0.207,18.556,34.470917
K14F71Z, detached,0,0, I,75.536,0.26,25.463,55.89664
K14F72A, scattering,0,0, I,56.635,0.394,5.098,34.32081
K14F72B, centaur,0,0, S,23.815,0.346,17.01,15.57501
K14F72C, detached,0,0, S,75.457,0.315,29.868,51.688045
K14F72E, scattering,0,0, I,2044.702,0.982,20.633,36.804636
K14F72G, classical, m,0, S,46.554,0.223,34.933,36.172458
K14F72H, resonant,13,5, I,56.918,0.35,19.169,36.9967
K14F72J, detached,0,0, I,93.135,0.586,15.377,38.55789
K14F72K, detached,0,0, S,53.721,0.292,12.256,38.034468
K14F72L, resonant,19,3, I,102.832,0.631,29.169,37.945008
K14G53R, scattering,0,0, S,206.738,0.891,42.047,22.534442
K14G53T, classical, m,0, S,46.232,0.1,12.143,41.6088
K14G54E, resonant,2,1, S,47.7,0.257,16.994,35.4411
K14G54J, resonant,3,2, S,39.428,0.273,17.264,28.664156
K14G54K, resonant,3,2, S,39.428,0.326,24.013,26.574472
K14G65K, resonant,7,4, S,43.685,0.315,19.488,29.924225
K14GA1Q, scattering,0,0, I,431.239,0.965,147.323,15.093365
K14HJ5Y, jc,0,0, S,7.119,0.101,22.946,6.399981
K14HK8P, detached,0,0, I,65.035,0.423,26.851,37.525195
K14HK8V, classical, m,0, S,43.509,0.043,1.859,41.638113
K14HL1O, detached,0,0, S,65.394,0.419,43.69,37.993914
K14HY4J, resonant,3,2, S,39.394,0.306,18.402,27.339436
K14J80E, scattering,0,0, S,89.778,0.8,28.146,17.9556
K14J80O, resonant,3,2, SH,39.121,0.289,15.706,27.815031
K14J80T, resonant,3,2, S,39.587,0.218,14.495,30.957034
K14J80U, detached,0,0, S,53.31,0.326,11.5,35.93094
K14J80V, scattering,0,0, S,48.25,0.403,8.219,28.80525
K14J92C, classical, m,0, S,45.755,0.131,9.318,39.761095
K14J92Q, resonant,3,2, S,39.369,0.337,24.159,26.101647
K14K84L, jc,0,0, S,16.01,0.643,12.251,5.71557
K14KA1S, classical, i,0, S,38.473,0.026,24.116,37.472702
K14KA1T, resonant,5,3, S,42.075,0.243,9.947,31.850775
K14KA1X, resonant,3,2, S,39.553,0.238,4.002,30.139386
K14KA2A, scattering,0,0, SH,105.466,0.656,26.757,36.280304
K14KA2B, resonant,5,2, S,55.473,0.409,11.122,32.784543
K14KA2C, resonant,3,2, S,39.31,0.266,12.581,28.85354
K14KA2D, resonant,3,2, S,39.449,0.222,7.28,30.691322
K14KB3E, resonant,15,4, I,72.53,0.442,33.862,40.47174
K14L14R, centaur,0,0, S,18.879,0.53,6.259,8.87313
K14L28O, classical, m,0, S,42.936,0.119,25.594,37.826616
K14L28Q, classical, m,0, S,43.624,0.096,1.296,39.436096
K14L28T, classical, m,0, S,44.196,0.068,10.038,41.190672
K14L28U, detached,0,0, S,54.966,0.356,32.276,35.398104
K14M69X, scattering,0,0, S,32.095,0.273,10.859,23.333065
K14M70E, classical, m,0, S,42.639,0.152,7.809,36.157872
K14M70F, resonant,3,2, S,39.398,0.244,4.758,29.784888
K14M70G, classical, m,0, S,43.361,0.054,12.177,41.019506
K14M70H, resonant,3,2, S,39.378,0.171,3.285,32.644362
K14MA3B, classical, m,0, S,44.058,0.077,1.963,40.665534
K14MA5H, resonant,7,4, S,43.789,0.195,4.907,35.250145
K14N65V, scattering,0,0, I,112.393,0.802,12.342,22.253814
K14N65X, centaur,0,0, S,22.894,0.196,11.379,18.406776
K14N65Y, resonant,11,7, I,40.607,0.079,18.471,37.399047
K14N66A, classical, m,0, I,42.732,0.211,16.096,33.715548
K14N66B, classical, m,0, S,45.659,0.079,4.913,42.051939
K14N66C, classical, m,0, S,47.37,0.22,43.835,36.9486
K14N81D, classical, m,0, S,41.475,0.121,24.3,36.456525
K14N86T, resonant,3,2, S,39.464,0.131,8.22,34.294216
K14N96B, classical, m,0, I,41.631,0.091,12.412,37.842579
K14Od3V, resonant,3,2, S,39.25,0.107,3.551,35.05025
K14Od3W, scattering,0,0, S,42.403,0.661,22.2,14.374617
K14Od3Y, scattering,0,0, S,80.773,0.768,8.968,18.739336
K14Od4C, classical, m,0, S,43.538,0.051,2.453,41.317562
K14Od4D, classical, m,0, S,44.365,0.095,11.248,40.150325
K14Od4F, classical, m,0, S,46.792,0.14,22.34,40.24112
K14Od4J, classical, o,0, S,52.618,0.225,34.748,40.77895
K14Od4Q, detached,0,0, S,61.965,0.44,29.489,34.7004
K14P70N, classical, m,0, S,44.215,0.06,4.114,41.5621
K14P70Q, centaur,0,0, S,16.077,0.612,15.031,6.237876
K14P70S, classical, m,0, S,41.458,0.06,15.185,38.97052
K14P82M, resonant,5,2, S,55.408,0.344,23.677,36.347648
K14P88E, classical, m,0, S,40.298,0.077,22.551,37.195054
K14PA2Z, classical, m,0, I,43.942,0.113,4.545,38.976554
K14Qh3F, classical, m,0, S,45.942,0.106,4.739,41.072148
K14Qi1M, resonant,3,2, S,39.608,0.28,18.266,28.51776
K14Qi1O, resonant,1,1, S,30.102,0.105,18.831,26.94129
K14Qi1P, resonant,1,1, S,30.076,0.066,19.403,28.090984
K14Qi1U, classical, m,0, S,41.26,0.106,19.341,36.88644
K14Qi1W, classical, m,0, S,44.285,0.103,28.807,39.723645
K14Qi1Y, resonant,4,3, S,36.431,0.078,10.166,33.589382
K14Qi2C, resonant,7,2, S,69.091,0.501,18.99,34.476409
K14Qi2E, classical, m,0, S,41.266,0.042,26.351,39.532828
K14Qi2F, classical, m,0, S,45.902,0.207,30.507,36.400286
K14Qi2G, detached,0,0, S,53.663,0.364,30.455,34.129668
K14Qn5T, scattering,0,0, I,57.131,0.474,44.674,30.050906
K14Qn5U, resonant,7,4, S,43.53,0.264,21.29,32.03808
K14Qn5V, detached,0,0, I,79.555,0.545,23.389,36.197525
K14Qn5W, resonant,28,3, I,133.357,0.747,28.505,33.739321
K14Qp0S, resonant,7,2, S,69.469,0.527,13.503,32.858837
K14Qp0T, resonant,3,2, S,39.503,0.223,28.732,30.693831
K14Qp0U, classical, m,0, S,40.894,0.052,42.127,38.767512
K14Qp0V, classical, m,0, S,43.269,0.152,31.503,36.692112
K14Qp0W, scattering,0,0, I,205.305,0.873,26.125,26.073735
K14Qp0X, classical, m,0, S,45.597,0.144,6.462,39.031032
K14Qp0Y, resonant,17,10, I,42.825,0.171,22.711,35.501925
K14Qp0Z, resonant,3,2, S,39.372,0.239,23.737,29.962092
K14Qq7B, classical, m,0, S,41.373,0.046,19.663,39.469842
K14Qu2F, resonant,5,3, S,42.269,0.156,18.528,35.675036
K14Qu2G, resonant,2,1, S,47.607,0.156,15.647,40.180308
K14Qu2H, classical, i,0, S,37.994,0.072,31.458,35.258432
K14Qu2J, classical, i,0, S,37.96,0.048,26.709,36.13792
K14Qu2K, classical, m,0, S,46.113,0.187,39.987,37.489869
K14Qu2L, classical, m,0, S,44.924,0.154,16.942,38.005704
K14Qu2M, classical, m,0, S,43.505,0.152,5.172,36.89224
K14Qu2P, detached,0,0, S,76.573,0.524,24.308,36.448748
K14Qu2Q, detached,0,0, S,65.136,0.483,25.703,33.675312
K14Qu2R, resonant,11,2, S,93.875,0.575,28.282,39.896875
K14Qu2S, detached,0,0, I,128.082,0.685,24.938,40.34583
K14Qu2T, classical, m,0, S,40.593,0.057,22.304,38.279199
K14Qu2U, resonant,7,4, S,43.725,0.242,26.031,33.14355
K14Qu2V, classical, m,0, S,41.901,0.173,26.372,34.652127
K14Qu2W, classical, o,0, I,49.163,0.24,19.913,37.36388
K14Qu2X, classical, m,0, S,41.973,0.135,26.036,36.306645
K14Qu2Y, classical, m,0, S,45.647,0.155,27.13,38.571715
K14Qu2Z, classical, m,0, S,41.341,0.134,27.714,35.801306
K14Qu3H, scattering,0,0, S,36.915,0.134,13.166,31.96839
K14R70H, classical, i,0, S,38.265,0.123,27.606,33.558405
K14R70J, classical, m,0, S,46.87,0.189,26.478,38.01157
K14R74L, classical, m,0, S,46.774,0.208,30.277,37.045008
K14R74M, resonant,10,3, I,67.056,0.354,32.472,43.318176
K14R74N, resonant,3,2, S,39.32,0.288,24.361,27.99584
K14R74O, resonant,1,1, S,30.039,0.051,29.537,28.507011
K14R86K, scattering,0,0, I,388.211,0.943,26.382,22.128027
K14R86L, resonant,25,3, I,123.523,0.693,28.855,37.921561
K14R86M, classical, m,0, S,43.008,0.179,19.135,35.309568
K14R86O, classical, m,0, S,42.013,0.122,28.891,36.887414
K14R86P, resonant,29,8, I,71.054,0.506,24.805,35.100676
K14R86Q, classical, i,0, S,38.605,0.014,31.169,38.06453
K14R86R, classical, i,0, S,38.255,0.08,35.441,35.1946
K14R86S, classical, m,0, S,47.209,0.218,25.231,36.917438
K14R86T, detached,0,0, S,46.939,0.242,30.795,35.579762
K14R86U, resonant,3,2, S,39.495,0.219,30.213,30.845595
K14R86V, resonant,8,1, S,119.934,0.673,28.497,39.218418
K14R86W, resonant,3,2, S,39.276,0.202,23.288,31.342248
K14R86X, classical, m,0, S,45.263,0.172,26.589,37.477764
K14R86Y, classical, m,0, S,42.716,0.185,28.162,34.81354
K14Sa3M, classical, m,0, S,41.922,0.122,23.229,36.807516
K14Sa3N, classical, m,0, S,44.853,0.191,27.132,36.286077
K14Sa3O, classical, m,0, S,41.738,0.096,23.147,37.731152
K14Sa3P, detached,0,0, I,62.407,0.315,31.228,42.748795
K14Sa5A, classical, m,0, S,40.562,0.101,28.226,36.465238
K14Sb3M, classical, m,0, S,45.546,0.162,25.419,38.167548
K14Sb3O, classical, m,0, S,41.823,0.128,25.986,36.469656
K14Sb3P, resonant,3,2, S,39.495,0.323,24.455,26.738115
K14Sb3Q, classical, m,0, S,46.063,0.159,29.909,38.738983
K14Sb3T, detached,0,0, S,104.926,0.522,43.149,50.154628
K14Sb3X, classical, m,0, S,42.903,0.164,32.865,35.866908
K14Sb3Y, classical, i,0, S,38.962,0.067,25.484,36.351546
K14Sb4A, classical, m,0, S,43.848,0.122,35.782,38.498544
K14Sb4B, classical, m,0, S,44.198,0.173,40.753,36.551746
K14Sb4C, resonant,1,1, S,30.083,0.099,33.729,27.104783
K14Sb8F, classical, m,0, I,45.932,0.164,14.566,38.399152
K14Sb8G, resonant,32,7, IH,82.846,0.535,21.735,38.52339
K14Sb8J, scattering,0,0, S,81.459,0.709,37.131,23.704569
K14Se3L, resonant,7,4, S,43.605,0.144,35.389,37.32588
K14Se3N, detached,0,0, I,129.508,0.698,31.197,39.111416
K14Se3Q, resonant,10,1, I,139.231,0.666,44.044,46.503154
K14Se3S, classical, m,0, S,45.327,0.137,25.726,39.117201
K14Se3T, classical, o,0, S,47.945,0.153,30.002,40.609415
K14Se3U, classical, o,0, S,57.758,0.164,44.443,48.285688
K14Se3V, classical, m,0, S,46.131,0.157,29.365,38.888433
K14Se3W, classical, m,0, S,42.575,0.183,34.917,34.783775
K14Se3Z, classical, m,0, S,42.775,0.126,29.909,37.38535
K14Se4A, resonant,2,1, I,48.169,0.248,20.581,36.223088
K14Se4B, resonant,3,2, S,39.427,0.105,21.844,35.287165
K14Se4C, resonant,3,2, S,39.39,0.244,26.693,29.77884
K14Se4E, detached,0,0, I,74.835,0.405,41.491,44.526825
K14Se4F, classical, m,0, S,41.353,0.148,29.039,35.232756
K14Se4J, resonant,3,2, I,39.14,0.232,23.543,30.05952
K14Se4L, classical, m,0, S,41.723,0.072,25.98,38.718944
K14Se4R, classical, m,0, S,46.175,0.149,31.181,39.294925
K14SY9B, centaur,0,0, S,25.883,0.178,15.521,21.275826
K14SY9R, scattering,0,0, I,304.277,0.844,17.968,47.467212
K14SY9S, detached,0,0, I,146.09,0.69,48.239,45.2879
K14SZ0C, classical, m,0, S,45.647,0.086,9.314,41.721358
K14SZ0D, resonant,3,1, I,62.323,0.377,32.829,38.827229
K14SZ0F, resonant,3,2, S,39.492,0.244,9.817,29.855952
K14SZ0N, resonant,17,10, I,42.827,0.189,32.058,34.732697
K14SZ0Q, resonant,12,7, I,43.087,0.108,29.817,38.433604
K14T86B, classical, m,0, S,45.556,0.177,19.113,37.492588
K14T86E, classical, m,0, S,44.344,0.154,28.724,37.515024
K14T95L, resonant,7,4, S,43.557,0.188,10.595,35.368284
K14TB4Y, classical, m,0, S,43.813,0.025,17.088,42.717675
K14TB5A, resonant,5,3, S,42.327,0.107,6.912,37.798011
K14TB5D, classical, m,0, S,45.901,0.209,13.983,36.307691
K14TB5G, classical, m,0, S,45.195,0.109,10.901,40.268745
K14TB5H, resonant,3,2, S,39.36,0.157,8.075,33.18048
K14TB5K, resonant,3,2, S,39.361,0.23,11.984,30.30797
K14TB5L, resonant,2,1, S,47.809,0.264,28.613,35.187424
K14TB5Q, resonant,5,3, S,42.304,0.241,13.397,32.108736
K14TB5R, resonant,7,4, S,43.557,0.145,7.411,37.241235
K14TB5T, resonant,2,1, S,47.719,0.153,8.527,40.417993
K14TB5V, classical, m,0, S,40.732,0.088,22.615,37.147584
